time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1737278588.73902464,0.01937522,2550,0.00268315,0.00000000,0,0.00000000,0,15370,647,0.00770568
1737278588.83889937,0.01839197,2566,0.00144560,0.00000000,0,0.00000000,0,15256,540,0.00578396
1737278588.93917322,0.01841446,2587,0.00185062,0.00000000,0,0.00000000,0,15679,598,0.00588258
1737278589.03901267,0.01865801,2560,0.00163837,0.00000000,0,0.00000000,0,16038,446,0.00661613
1737278589.13918591,0.01607424,2549,0.00166729,0.00000000,0,0.00000000,0,16309,422,0.00847249
1737278589.23883986,0.01789134,2522,0.00165562,0.00000000,0,0.00000000,0,16637,480,0.00637937
1737278589.33906054,0.01869523,2562,0.00205778,0.00000000,0,0.00000000,0,16979,621,0.00631854
1737278589.43906403,0.01771827,2509,0.00151272,0.00000000,0,0.00000000,0,17278,537,0.00660461
1737278589.53891540,0.01638490,2572,0.00142374,0.00000000,0,0.00000000,0,17518,382,0.00676930
1737278589.63920093,0.01764661,2512,0.00139099,0.00000000,0,0.00000000,0,17758,374,0.00660971
1737278589.73908973,0.01784175,2537,0.00134273,0.00000000,0,0.00000000,0,17952,400,0.00639620
1737278589.83898401,0.01775850,2530,0.00109548,0.00000000,0,0.00000000,0,18145,317,0.00293374
1737278589.93939924,0.01815954,2512,0.00118321,0.00000000,0,0.00000000,0,18277,282,0.00736834
1737278590.03902650,0.01683720,2596,0.00121310,0.00000000,0,0.00000000,0,18476,331,0.00758946
1737278590.13933492,0.01979051,2568,0.00216108,0.00000000,0,0.00000000,0,18586,286,0.00773802
1737278590.23895812,0.01663655,2574,0.00113145,0.00000000,0,0.00000000,0,18781,350,0.00723215
1737278590.33836746,0.01554030,2586,0.00118872,0.00000000,0,0.00000000,0,18953,352,0.00792806
1737278590.43930101,0.01881019,2536,0.00135600,0.00000000,0,0.00000000,0,19100,400,0.00329350
1737278590.53926396,0.01709465,2557,0.00182087,0.00000000,0,0.00000000,0,19299,573,0.00871777
1737278590.63912940,0.01841607,2552,0.00156085,0.00000000,0,0.00000000,0,19512,610,0.00676266
1737278590.73840427,0.01242307,2540,0.00121429,0.00000000,0,0.00000000,0,19652,441,0.00702325
1737278590.83838201,0.01831550,2570,0.00152495,0.00000000,0,0.00000000,0,19864,550,0.00788504
1737278590.93933177,0.01845064,2577,0.00227422,0.00000000,0,0.00000000,0,20045,644,0.00679409
1737278591.03910398,0.01660484,2559,0.00212594,0.00000000,0,0.00000000,0,20191,659,0.00371026
1737278591.13840795,0.01671212,2574,0.00177009,0.00000000,0,0.00000000,0,20380,675,0.00363958
1737278591.23823619,0.01886698,2578,0.00215793,0.00000000,0,0.00000000,0,20635,855,0.00790187
1737278591.33915591,0.02018274,2614,0.00230984,0.00000000,0,0.00000000,0,20808,679,0.00707542
1737278591.43919683,0.01594922,2603,0.00156455,0.00000000,0,0.00000000,0,20952,434,0.00907732
1737278591.53923130,0.01811051,2546,0.00135998,0.00000000,0,0.00000000,0,21122,403,0.00675338
1737278591.63858509,0.01771639,2554,0.00142333,0.00000000,0,0.00000000,0,21232,435,0.00774521
1737278591.73813128,0.01879664,2579,0.00173678,0.00000000,0,0.00000000,0,21308,467,0.00706054
1737278591.83847165,0.01834029,2613,0.00190301,0.00000000,0,0.00000000,0,21464,463,0.00908480
1737278591.93854904,0.01786976,2575,0.00198004,0.00000000,0,0.00000000,0,21519,456,0.00696228
1737278592.03860044,0.01675339,2577,0.00172121,0.00000000,0,0.00000000,0,21656,479,0.00892109
1737278592.13847494,0.01931802,2549,0.00265996,0.00000000,0,0.00000000,0,21773,570,0.00635863
1737278592.23845458,0.01851301,2585,0.00179810,0.00000000,0,0.00000000,0,21722,672,0.00627027
1737278592.33863997,0.01732087,2551,0.00197543,0.00000000,0,0.00000000,0,21976,699,0.00636868
1737278592.43933964,0.01502562,2538,0.00176178,0.00000000,0,0.00000000,0,22176,715,0.00617096
1737278592.53846478,0.01749498,2570,0.00177561,0.00000000,0,0.00000000,0,22354,652,0.00627712
1737278592.63875651,0.01897649,2519,0.00149003,0.00000000,0,0.00000000,0,22460,444,0.00717201
1737278592.73863840,0.01860967,2587,0.00128099,0.00000000,0,0.00000000,0,22642,340,0.00350834
1737278592.83847618,0.02033256,2547,0.00141453,0.00000000,0,0.00000000,0,22758,265,0.00700348
1737278592.93868947,0.01926997,2543,0.00111609,0.00000000,0,0.00000000,0,22860,243,0.00792618
1737278593.03859448,0.02047895,2583,0.00107020,0.00000000,0,0.00000000,0,22971,246,0.00773020
1737278593.13858938,0.02071103,2574,0.00187137,0.00000000,0,0.00000000,0,23117,296,0.00720184
1737278593.23864293,0.01778965,2606,0.00149512,0.00000000,0,0.00000000,0,22849,382,0.00847779
1737278593.33857989,0.01705958,2553,0.00117413,0.00000000,0,0.00000000,0,22967,313,0.00799015
1737278593.43870163,0.01694078,2569,0.00121855,0.00000000,0,0.00000000,0,23169,311,0.00639040
1737278593.53861427,0.01906903,2567,0.00181989,0.00000000,0,0.00000000,0,23435,616,0.00675240
1737278593.63863564,0.01870773,2543,0.00184755,0.00000000,0,0.00000000,0,23669,623,0.00724297
1737278593.73847961,0.01968951,2519,0.00222358,0.00000000,0,0.00000000,0,23820,603,0.00836577
1737278593.83864117,0.01717643,2539,0.00178057,0.00000000,0,0.00000000,0,24024,641,0.00710832
1737278593.93862033,0.01963601,2533,0.00136808,0.00000000,0,0.00000000,0,24202,345,0.00814353
1737278594.03855848,0.01894639,2533,0.00231934,0.00000000,0,0.00000000,0,24348,657,0.00748540
1737278594.13879418,0.01961695,2555,0.00184015,0.00000000,0,0.00000000,0,24537,470,0.00658254
1737278594.23864436,0.02032354,2480,0.00146977,0.00000000,0,0.00000000,0,24706,371,0.00337047
1737278594.33870983,0.01685669,2470,0.00140496,0.00000000,0,0.00000000,0,24885,405,0.00805043
1737278594.43861604,0.01709898,2539,0.00134440,0.00000000,0,0.00000000,0,25077,449,0.00698183
1737278594.53876758,0.04463106,2519,0.00185684,0.00000000,0,0.00000000,0,25104,448,0.00539081
1737278594.63880157,0.01413701,2526,0.00137877,0.00000000,0,0.00000000,0,25245,325,0.00778719
1737278594.73901367,0.01833338,2548,0.00168077,0.00000000,0,0.00000000,0,25467,475,0.00684732
1737278594.83880544,0.01776213,2502,0.00197899,0.00000000,0,0.00000000,0,25681,648,0.00879879
1737278594.93855286,0.01886683,2548,0.00253927,0.00000000,0,0.00000000,0,25882,828,0.00630135
1737278595.03864956,0.02019462,2574,0.00279273,0.00000000,0,0.00000000,0,26190,778,0.00282465
1737278595.13868666,0.02097078,2522,0.00220445,0.00000000,0,0.00000000,0,26416,724,0.00639061
1737278595.23877430,0.01767329,2548,0.00257776,0.00000000,0,0.00000000,0,26691,768,0.00589235
1737278595.33896446,0.01802767,2483,0.00208152,0.00000000,0,0.00000000,0,26906,723,0.00338081
1737278595.43884492,0.01704638,2527,0.00301595,0.00000000,0,0.00000000,0,27028,831,0.00777105
1737278595.53873539,0.01798332,2527,0.00341133,0.00000000,0,0.00000000,0,27183,905,0.00753205
1737278595.63856626,0.02100989,2583,0.00258111,0.00000000,0,0.00000000,0,27463,892,0.00651968
1737278595.73841453,0.01728573,2625,0.00231955,0.00000000,0,0.00000000,0,27698,658,0.00646206
1737278595.83878422,0.01929804,2651,0.00271646,0.00000000,0,0.00000000,0,27989,837,0.00663129
1737278595.93859768,0.01730180,2641,0.00131982,0.00000000,0,0.00000000,0,28200,402,0.00731861
1737278596.03845119,0.02007861,2586,0.00258432,0.00000000,0,0.00000000,0,28452,852,0.00852850
1737278596.13844538,0.01786592,2604,0.00186410,0.00000000,0,0.00000000,0,28740,630,0.00741353
1737278596.23877954,0.01866534,2627,0.00248724,0.00000000,0,0.00000000,0,28945,801,0.00746794
1737278596.33842254,0.01976739,2664,0.00343843,0.00000000,0,0.00000000,0,28997,929,0.00659567
1737278596.43884635,0.01832227,2648,0.00209486,0.00000000,0,0.00000000,0,29303,796,0.00824403
1737278596.53884268,0.02235534,2619,0.00297795,0.00000000,0,0.00000000,0,29477,723,0.00628997
1737278596.63866472,0.01576288,2586,0.00197047,0.00000000,0,0.00000000,0,29768,645,0.00631972
1737278596.73860216,0.01536590,2629,0.00337578,0.00000000,0,0.00000000,0,29868,857,0.00916030
1737278596.83872151,0.01723649,2588,0.00191886,0.00000000,0,0.00000000,0,30019,539,0.00356484
1737278596.93851852,0.01878030,2578,0.00194324,0.00000000,0,0.00000000,0,30151,354,0.00773949
1737278597.03886676,0.02188809,2674,0.00256623,0.00000000,0,0.00000000,0,30078,783,0.00351162
1737278597.13877320,0.02308932,2719,0.00458692,0.00000000,0,0.00000000,0,30286,716,0.00310144
1737278597.23874950,0.01776688,2702,0.00218664,0.00000000,0,0.00000000,0,30614,801,0.00778202
1737278597.33881974,0.02045136,2639,0.00205484,0.00000000,0,0.00000000,0,30776,712,0.00633041
1737278597.43875718,0.01971591,2731,0.00250743,0.00000000,0,0.00000000,0,31047,787,0.00725708
1737278597.53872848,0.01825871,2688,0.00240972,0.00000000,0,0.00000000,0,31341,772,0.00757591
1737278597.63881135,0.02112862,2758,0.00327535,0.00000000,0,0.00000000,0,31394,706,0.00783301
1737278597.73878288,0.02188830,2701,0.00237158,0.00000000,0,0.00000000,0,31503,435,0.00617487
1737278597.83866549,0.02045911,2748,0.00219495,0.00000000,0,0.00000000,0,31555,585,0.00689132
1737278597.93871212,0.02115663,2741,0.00185970,0.00000000,0,0.00000000,0,31754,529,0.00793239
1737278598.03907681,0.02131210,2683,0.00254912,0.00000000,0,0.00000000,0,31904,632,0.00723068
1737278598.13875604,0.02331435,2709,0.00330119,0.00000000,0,0.00000000,0,32123,947,0.00640451
1737278598.23888302,0.02193139,2760,0.00282758,0.00000000,0,0.00000000,0,32268,753,0.00665874
1737278598.33898115,0.01966220,2784,0.00214711,0.00000000,0,0.00000000,0,32257,504,0.00349340
1737278598.43897390,0.02089549,2685,0.00239735,0.00000000,0,0.00000000,0,32475,649,0.00341475
1737278598.53876925,0.02039255,2726,0.00252160,0.00000000,0,0.00000000,0,32636,688,0.00598078
1737278598.63900852,0.02163910,2690,0.00225571,0.00000000,0,0.00000000,0,32709,446,0.00721217
1737278598.73901343,0.01989136,2709,0.00355234,0.00000000,0,0.00000000,0,32857,832,0.00750998
1737278598.83899498,0.02425653,2709,0.00409258,0.00000000,0,0.00000000,0,33121,691,0.00740543
1737278598.93911886,0.22240337,2700,0.00215758,0.00000000,0,0.00000000,0,33244,447,0.00821944
1737278599.03910804,0.02647935,2733,0.00247607,0.00000000,0,0.00000000,0,33282,497,0.00770184
1737278599.13884544,0.01435332,2649,0.00261861,0.00000000,0,0.00000000,0,33436,646,0.00630128
1737278599.23931909,0.01776150,2708,0.00201287,0.00000000,0,0.00000000,0,33609,558,0.00643846
1737278599.33911610,0.01805114,2705,0.00255268,0.00000000,0,0.00000000,0,33737,656,0.00579443
1737278599.43908119,0.21574826,2662,0.00257126,0.00000000,0,0.00000000,0,33937,717,0.00365571
1737278599.53909469,0.02361796,2693,0.00293717,0.00000000,0,0.00000000,0,34182,729,0.00282807
1737278599.63917756,0.01568326,2595,0.00223546,0.00000000,0,0.00000000,0,34370,578,0.00603288
1737278599.73901963,0.01503568,2497,0.00246433,0.00000000,0,0.00000000,0,34454,370,0.00571412
1737278599.83933210,0.01669459,2466,0.00220696,0.00000000,0,0.00000000,0,34616,497,0.00639257
1737278599.93908119,0.01949577,2344,0.00196398,0.00000000,0,0.00000000,0,34857,577,0.00649649
1737278600.03905821,0.01803577,2375,0.00198758,0.00000000,0,0.00000000,0,34953,319,0.00556032
1737278600.13937521,0.01879008,2339,0.00147564,0.00000000,0,0.00000000,0,35111,324,0.00321312
1737278600.23947477,0.01400752,2252,0.00231166,0.00000000,0,0.00000000,0,35278,550,0.00350380
1737278600.33916068,0.01766253,2330,0.00232926,0.00000000,0,0.00000000,0,35430,624,0.00803576
1737278600.43929887,0.02115335,2220,0.00341287,0.00000000,0,0.00000000,0,35468,751,0.00751061
1737278600.53903985,0.01556062,2196,0.00261009,0.00000000,0,0.00000000,0,35737,783,0.00743951
1737278600.63945365,0.01667258,2158,0.00155959,0.00000000,0,0.00000000,0,35901,359,0.00290211
1737278600.73910928,0.01848347,2079,0.00244841,0.00000000,0,0.00000000,0,36056,475,0.00615734
1737278600.83914661,0.01645635,2095,0.00208774,0.00000000,0,0.00000000,0,36253,550,0.00687930
1737278600.93923974,0.01756999,2050,0.00144770,0.00000000,0,0.00000000,0,36368,284,0.00716433
1737278601.03946352,0.01587756,1927,0.00234399,0.00000000,0,0.00000000,0,36390,408,0.00785452
1737278601.13906026,0.01689929,1845,0.00190021,0.00000000,0,0.00000000,0,36402,337,0.00797444
1737278601.23942232,0.01789183,1840,0.00154359,0.00000000,0,0.00000000,0,36478,300,0.00598930
1737278601.33936715,0.01514813,1779,0.00109227,0.00000000,0,0.00000000,0,36616,267,0.00752025
1737278601.43920970,0.01527524,1767,0.00188848,0.00000000,0,0.00000000,0,36736,315,0.00952027
1737278601.53909230,0.01605727,1672,0.00196978,0.00000000,0,0.00000000,0,36817,496,0.00819290
1737278601.63930368,0.01518284,1575,0.00150839,0.00000000,0,0.00000000,0,36957,279,0.00783936
1737278601.73961830,0.01686682,1510,0.00182157,0.00000000,0,0.00000000,0,37155,561,0.00640954
1737278601.83938360,0.01706433,1509,0.00211833,0.00000000,0,0.00000000,0,37330,523,0.00710587
1737278601.93851924,0.01466705,1449,0.00209710,0.00000000,0,0.00000000,0,37502,435,0.00674702
1737278602.03920126,0.01383787,1380,0.00161616,0.00000000,0,0.00000000,0,37418,274,0.00706753
1737278602.13926768,0.01636458,1413,0.00318308,0.00000000,0,0.00000000,0,36904,255,0.00773222
1737278602.23840785,0.01481630,1248,0.00168901,0.00000000,0,0.00000000,0,36805,303,0.00692421
1737278602.33926010,0.01317828,1249,0.00346783,0.00000000,0,0.00000000,0,36860,404,0.00761782
1737278602.43859196,0.01348587,1238,0.00229364,0.00000000,0,0.00000000,0,36986,302,0.00375600
1737278602.53933692,0.01060611,1227,0.00112894,0.00000000,0,0.00000000,0,37113,228,0.00668898
1737278602.63841486,0.00932149,1169,0.00092123,0.00000000,0,0.00000000,0,37250,239,0.00879788
1737278602.73935151,0.01126969,1192,0.00168852,0.00000000,0,0.00000000,0,37368,307,0.00772852
1737278602.83937287,0.01160298,1130,0.00120611,0.00000000,0,0.00000000,0,37473,229,0.00455745
1737278602.93838668,0.01121919,1122,0.00156134,0.00000000,0,0.00000000,0,37627,305,0.00741178
1737278603.03830934,0.01024251,1137,0.00128643,0.00000000,0,0.00000000,0,37696,196,0.00642882
1737278603.13866568,0.01270426,1193,0.00146495,0.00000000,0,0.00000000,0,37833,262,0.01055645
1737278603.23951101,0.00944093,1181,0.00088847,0.00000000,0,0.00000000,0,37933,177,0.00911867
1737278603.33950424,0.01134749,1193,0.00091312,0.00000000,0,0.00000000,0,38077,239,0.00766412
1737278603.43869400,0.01183255,1243,0.00231012,0.00000000,0,0.00000000,0,38204,302,0.00815079
1737278603.53853512,0.00976185,1228,0.00069982,0.00000000,0,0.00000000,0,38316,204,0.00908494
1737278603.63849521,0.01069097,1247,0.00118223,0.00000000,0,0.00000000,0,38442,208,0.00636142
1737278603.73869276,0.01120655,1227,0.00155714,0.00000000,0,0.00000000,0,38502,194,0.00800614
1737278603.83843851,0.00990189,1296,0.00120835,0.00000000,0,0.00000000,0,38573,184,0.00818983
1737278603.93960834,0.01131767,1200,0.00129496,0.00000000,0,0.00000000,0,38659,183,0.00713835
1737278604.03886342,0.01071521,1256,0.00077456,0.00000000,0,0.00000000,0,38763,181,0.00820101
1737278604.13886285,0.01070801,1276,0.00132240,0.00000000,0,0.00000000,0,38851,206,0.00659190
1737278604.23868299,0.01195617,1255,0.00223441,0.00000000,0,0.00000000,0,38750,211,0.00810742
1737278604.33830523,0.01177381,1360,0.00111797,0.00000000,0,0.00000000,0,38910,261,0.00672928
1737278604.43862414,0.01322605,1341,0.00140265,0.00000000,0,0.00000000,0,39116,408,0.00649028
1737278604.53879380,0.01359629,1351,0.00190070,0.00000000,0,0.00000000,0,39117,283,0.00785696
1737278604.63874483,0.01169608,1388,0.00083197,0.00000000,0,0.00000000,0,39067,227,0.00672355
1737278604.73972750,0.01133192,1432,0.00145489,0.00000000,0,0.00000000,0,39182,238,0.00630624
1737278604.83878851,0.01159055,1478,0.00153486,0.00000000,0,0.00000000,0,39309,218,0.00617305
1737278604.93862200,0.00954373,1545,0.00137611,0.00000000,0,0.00000000,0,39419,311,0.00321815
1737278605.03832746,0.01197782,1593,0.00102837,0.00000000,0,0.00000000,0,39579,243,0.00750705
1737278605.13900280,0.01650929,1658,0.00324091,0.00000000,0,0.00000000,0,39680,495,0.00631316
1737278605.23883367,0.01477998,1692,0.00181528,0.00000000,0,0.00000000,0,39927,526,0.00625225
1737278605.33881950,0.01378892,1745,0.00153410,0.00000000,0,0.00000000,0,40109,363,0.00336600
1737278605.43884516,0.01371817,1783,0.00199988,0.00000000,0,0.00000000,0,40387,548,0.00665811
1737278605.53816319,0.01675458,1935,0.00179475,0.00000000,0,0.00000000,0,40658,474,0.00816713
1737278605.63839698,0.01845078,2068,0.00336433,0.00000000,0,0.00000000,0,40816,383,0.00845991
1737278605.73900247,0.01714661,2092,0.00204339,0.00000000,0,0.00000000,0,41052,512,0.00750942
1737278605.83906794,0.01862650,2126,0.00237291,0.00000000,0,0.00000000,0,41390,662,0.00786918
1737278605.93880057,0.01854213,2201,0.00219935,0.00000000,0,0.00000000,0,41661,529,0.00736743
1737278606.03915977,0.01956156,2199,0.00249408,0.00000000,0,0.00000000,0,41948,536,0.00844574
1737278606.13883996,0.02249796,2376,0.00266583,0.00000000,0,0.00000000,0,42224,604,0.00724542
1737278606.23880339,0.20374409,2412,0.00336083,0.00000000,0,0.00000000,0,42509,675,0.00793763
1737278606.33854318,0.03102555,2362,0.00295686,0.00000000,0,0.00000000,0,42792,672,0.00745229
1737278606.43846607,0.02209217,2517,0.00282682,0.00000000,0,0.00000000,0,43166,820,0.00789035
1737278606.53877163,0.02027032,2485,0.00421320,0.00000000,0,0.00000000,0,43364,746,0.00719464
1737278606.63826084,0.02816465,2535,0.00577111,0.00000000,0,0.00000000,0,43765,533,0.00696493
1737278606.73851132,0.22982414,2587,0.00299311,0.00000000,0,0.00000000,0,42648,796,0.00709742
1737278606.83884692,0.21143168,2563,0.00473387,0.00000000,0,0.00000000,0,43165,933,0.00424421
1737278606.93876553,0.01942292,2533,0.00279057,0.00000000,0,0.00000000,0,43103,724,0.00316192
1737278607.03854918,0.03059273,2565,0.00253990,0.00000000,0,0.00000000,0,43517,686,0.00335022
1737278607.13837886,0.02305851,2565,0.00308614,0.00000000,0,0.00000000,0,43883,651,0.00922406
1737278607.23831439,0.03176141,2600,0.00312553,0.00000000,0,0.00000000,0,44252,545,0.00400408
1737278607.33851337,0.02753187,2511,0.00252663,0.00000000,0,0.00000000,0,44636,514,0.00728984
1737278607.43859291,0.01496311,2689,0.00249185,0.00000000,0,0.00000000,0,44798,637,0.00690403
1737278607.53879619,0.01912525,2558,0.00241055,0.00000000,0,0.00000000,0,45156,629,0.00484786
1737278607.63855624,0.01488363,2652,0.00283659,0.00000000,0,0.00000000,0,45510,785,0.00331495
1737278607.73849726,0.01407506,2655,0.00226074,0.00000000,0,0.00000000,0,45851,588,0.00636058
1737278607.83870149,0.02810675,2664,0.00273602,0.00000000,0,0.00000000,0,46203,710,0.00358412
1737278607.93844843,0.02041895,2645,0.00267463,0.00000000,0,0.00000000,0,46534,768,0.00690619
1737278608.03853822,0.02008692,2722,0.00563345,0.00000000,0,0.00000000,0,46956,948,0.00316946
1737278608.13847828,0.02003600,2619,0.00253243,0.00000000,0,0.00000000,0,47225,596,0.00368092
1737278608.23859477,0.02006024,2653,0.00212483,0.00000000,0,0.00000000,0,47569,483,0.00290001
1737278608.33886790,0.02352981,2625,0.00263775,0.00000000,0,0.00000000,0,47857,791,0.00292418
1737278608.43855977,0.02056233,2655,0.00240825,0.00000000,0,0.00000000,0,48075,472,0.00271164
1737278608.53864574,0.02149285,2617,0.00280894,0.00000000,0,0.00000000,0,48419,689,0.00349284
1737278608.63868117,0.02217025,2600,0.00299660,0.00000000,0,0.00000000,0,48696,785,0.00812313
1737278608.73858595,0.02206598,2567,0.00202495,0.00000000,0,0.00000000,0,48957,538,0.00640563
1737278608.83878994,0.02290779,2538,0.00241621,0.00000000,0,0.00000000,0,49278,597,0.00745243
1737278608.93890858,0.04383261,2524,0.00190440,0.00000000,0,0.00000000,0,49560,509,0.00638677
1737278609.03884792,0.02307556,2533,0.00331977,0.00000000,0,0.00000000,0,49785,556,0.00847011
1737278609.13876915,0.02123792,2586,0.00273651,0.00000000,0,0.00000000,0,50097,674,0.00642197
1737278609.23878193,0.01801293,2506,0.00269872,0.00000000,0,0.00000000,0,50361,505,0.00651395
1737278609.33887458,0.02206263,2533,0.00292509,0.00000000,0,0.00000000,0,50677,628,0.00621789
1737278609.43905759,0.02190010,2515,0.00249667,0.00000000,0,0.00000000,0,50752,526,0.00686352
1737278609.53878284,0.01877185,2457,0.00216031,0.00000000,0,0.00000000,0,51006,374,0.00293374
1737278609.63876677,0.02257171,2503,0.00264467,0.00000000,0,0.00000000,0,51039,517,0.00295177
1737278609.73924041,0.02048565,2314,0.00238960,0.00000000,0,0.00000000,0,51194,499,0.00609650
1737278609.83883786,0.02309930,2432,0.00431530,0.00000000,0,0.00000000,0,51386,487,0.00713639
1737278609.93921208,0.02189507,2331,0.00376487,0.00000000,0,0.00000000,0,51499,469,0.00624359
1737278610.03901291,0.01935468,2441,0.00269963,0.00000000,0,0.00000000,0,51882,802,0.00711411
1737278610.13894320,0.02177487,2369,0.00227275,0.00000000,0,0.00000000,0,52182,695,0.00638104
1737278610.23887300,0.02168401,2333,0.00214829,0.00000000,0,0.00000000,0,52455,484,0.00615084
1737278610.33899355,0.02156430,2349,0.00332067,0.00000000,0,0.00000000,0,52629,676,0.00608072
1737278610.43914104,0.02339257,2396,0.00431083,0.00000000,0,0.00000000,0,53077,801,0.00649098
1737278610.53914142,0.02217605,2416,0.00329784,0.00000000,0,0.00000000,0,52720,685,0.00598196
1737278610.63910484,0.02143956,2417,0.00270173,0.00000000,0,0.00000000,0,52957,814,0.00724102
1737278610.73907590,0.01806972,2344,0.00194449,0.00000000,0,0.00000000,0,53277,442,0.00619792
1737278610.83898306,0.02023044,2431,0.00273539,0.00000000,0,0.00000000,0,53598,816,0.00693797
1737278610.93889737,0.01709778,2368,0.00324301,0.00000000,0,0.00000000,0,53831,711,0.00613911
1737278611.03922057,0.01681792,2408,0.00282395,0.00000000,0,0.00000000,0,54129,531,0.00641855
1737278611.13905764,0.01975565,2366,0.00221457,0.00000000,0,0.00000000,0,53681,560,0.00690165
1737278611.23905706,0.02095820,2334,0.00250826,0.00000000,0,0.00000000,0,53960,747,0.00287899
1737278611.33891225,0.02042460,2301,0.00323106,0.00000000,0,0.00000000,0,54390,751,0.00323875
1737278611.43971539,0.02410448,2233,0.00268860,0.00000000,0,0.00000000,0,54532,802,0.00337145
1737278611.53922915,0.01696117,2255,0.00225851,0.00000000,0,0.00000000,0,54873,643,0.00806244
1737278611.63907075,0.01800679,2260,0.00179098,0.00000000,0,0.00000000,0,55137,520,0.00594543
1737278611.73834419,0.01927527,2237,0.00244261,0.00000000,0,0.00000000,0,55416,638,0.00752744
1737278611.83950806,0.01972283,2215,0.00227380,0.00000000,0,0.00000000,0,55639,650,0.00525720
1737278611.93905807,0.01951351,2151,0.00176577,0.00000000,0,0.00000000,0,55839,374,0.00346525
1737278612.03930449,0.01970767,2272,0.00203019,0.00000000,0,0.00000000,0,56083,575,0.00650313
1737278612.13930845,0.01849576,2187,0.00241509,0.00000000,0,0.00000000,0,56394,599,0.00637245
1737278612.23924780,0.02178444,2212,0.00286048,0.00000000,0,0.00000000,0,56712,962,0.00743329
1737278612.33905363,0.01990148,2117,0.00370334,0.00000000,0,0.00000000,0,56926,731,0.00642456
1737278612.43850207,0.01721840,2161,0.00235454,0.00000000,0,0.00000000,0,57165,687,0.00651172
1737278612.53921342,0.02098628,2249,0.00238729,0.00000000,0,0.00000000,0,57410,550,0.00663192
1737278612.63913989,0.02039234,2163,0.00220920,0.00000000,0,0.00000000,0,57319,472,0.00743602
1737278612.73852777,0.01807880,2118,0.00212964,0.00000000,0,0.00000000,0,57517,488,0.00658575
1737278612.83826399,0.02043187,2163,0.00235796,0.00000000,0,0.00000000,0,57686,532,0.00651214
1737278612.93920398,0.01761183,2188,0.00202216,0.00000000,0,0.00000000,0,57794,491,0.00563317
