time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1737448739.43143940,0.03679558,0.01330969,0.00000735,43010.00000000,0.05083254,0.000000,0.000000
1737448739.53127408,0.03708673,0.01008826,0.00000682,45274.00000000,0.04931496,0.000000,0.000000
1737448739.63110757,0.03739769,0.01364498,0.00000708,47678.00000000,0.05076892,0.000000,0.000000
1737448739.73094106,0.03746978,0.00842472,0.00000638,49322.00000000,0.04064189,0.000000,0.000000
1737448739.83078480,0.03790703,0.01687038,0.00000731,51921.00000000,0.05758310,0.000000,0.000000
1737448739.93141913,0.03813566,0.00870197,0.00000704,54709.00000000,0.04865247,0.000000,0.000000
1737448740.03126907,0.03834269,0.01140716,0.00000710,56319.00000000,0.04807344,0.000000,0.000000
1737448740.13109779,0.03862382,0.01651330,0.00000639,58123.00000000,0.05211812,0.000000,0.000000
1737448740.23094106,0.03888658,0.01096452,0.00000722,61259.00000000,0.05176180,0.000000,0.000000
1737448740.33078194,0.03913329,0.01286964,0.00000742,63530.00000000,0.05146870,0.000000,0.000000
1737448740.43141627,0.03939269,0.01202075,0.00000673,65451.00000000,0.05262200,0.000000,0.000000
1737448740.53125715,0.03954709,0.00908853,0.00000843,67419.00000000,0.04757591,0.000000,0.000000
1737448740.63108897,0.03982089,0.01126531,0.00000814,70101.00000000,0.05433213,0.000000,0.000000
1737448740.73091221,0.03995854,0.01240724,0.00000715,72213.00000000,0.04739161,0.000000,0.000000
1737448740.83115554,0.04006070,0.00884458,0.00000596,74002.00000000,0.04567953,0.000000,0.000000
1737448740.93100524,0.04036528,0.02160115,0.00000875,76535.00000000,0.05742212,0.000000,0.000000
1737448741.03085208,0.04065649,0.01166297,0.00000867,79658.00000000,0.05725548,0.000000,0.000000
1737448741.13148451,0.04070918,0.00731192,0.00000713,81282.00000000,0.04376499,0.000000,0.000000
1737448741.23132896,0.04086218,0.00975185,0.00000604,83612.00000000,0.04988895,0.000000,0.000000
1737448741.33115697,0.04101290,0.01282494,0.00000759,86143.00000000,0.05005649,0.000000,0.000000
1737448741.43099737,0.04116610,0.01228746,0.00000713,87857.00000000,0.05051093,0.000000,0.000000
1737448741.53085017,0.04134055,0.01367354,0.00000700,90339.00000000,0.05215659,0.000000,0.000000
1737448741.63147259,0.04149712,0.01595480,0.00000752,92002.00000000,0.05136107,0.000000,0.000000
1737448741.73131299,0.04161623,0.00888055,0.00000757,94984.00000000,0.04923952,0.000000,0.000000
1737448741.83115363,0.04175083,0.00804535,0.00000774,97746.00000000,0.05049926,0.000000,0.000000
1737448741.93098640,0.04193043,0.01144123,0.00000733,100374.00000000,0.05378424,0.000000,0.000000
1737448742.03083038,0.04197103,0.00909188,0.00000691,102045.00000000,0.04469104,0.000000,0.000000
1737448742.13147736,0.04202634,0.01086290,0.00000700,104073.00000000,0.04578756,0.000000,0.000000
1737448742.23131871,0.04218791,0.01201558,0.00000805,106558.00000000,0.05333630,0.000000,0.000000
1737448742.33116078,0.04236927,0.01694937,0.00000720,109429.00000000,0.05506444,0.000000,0.000000
1737448742.43100452,0.04251725,0.01242944,0.00000842,112120.00000000,0.05302419,0.000000,0.000000
1737448742.53083777,0.04254419,0.01012311,0.00000654,113872.00000000,0.04448389,0.000000,0.000000
1737448742.63148141,0.04262164,0.01330912,0.00000746,116499.00000000,0.04827513,0.000000,0.000000
1737448742.73131394,0.04282100,0.01345453,0.00000694,118490.00000000,0.05757366,0.000000,0.000000
1737448742.83115029,0.04286732,0.00956831,0.00000720,121382.00000000,0.04634103,0.000000,0.000000
1737448742.93097377,0.04296314,0.01163322,0.00000905,124493.00000000,0.05024603,0.000000,0.000000
1737448743.03082156,0.04315854,0.01026600,0.00000882,127082.00000000,0.05820437,0.000000,0.000000
1737448743.13146400,0.04312713,0.01118290,0.00000682,128925.00000000,0.04067723,0.000000,0.000000
1737448743.23131371,0.04325017,0.00890492,0.00000880,131521.00000000,0.05297007,0.000000,0.000000
1737448743.33115005,0.04327219,0.00780755,0.00000669,133898.00000000,0.04503352,0.000000,0.000000
1737448743.43098831,0.04346545,0.01227238,0.00000958,136502.00000000,0.05911952,0.000000,0.000000
1737448743.53083086,0.04351693,0.00786524,0.00000636,138857.00000000,0.04773877,0.000000,0.000000
1737448743.63147068,0.04359416,0.01630665,0.00000810,141134.00000000,0.05000376,0.000000,0.000000
1737448743.73130774,0.04380584,0.01146819,0.00001078,144482.00000000,0.06158711,0.000000,0.000000
1737448743.83114481,0.04395585,0.01263428,0.00000739,146562.00000000,0.05670654,0.000000,0.000000
1737448743.93099093,0.04397926,0.00781028,0.00000733,149171.00000000,0.04599240,0.000000,0.000000
1737448744.03082347,0.04396269,0.00788982,0.00000664,152119.00000000,0.04252165,0.000000,0.000000
1737448744.13146758,0.04400007,0.01235611,0.00000660,153521.00000000,0.04728936,0.000000,0.000000
1737448744.23131680,0.04402279,0.00782879,0.00000722,155834.00000000,0.04604484,0.000000,0.000000
1737448744.33115339,0.04409000,0.01078035,0.00000749,158500.00000000,0.05013924,0.000000,0.000000
1737448744.43099785,0.04412048,0.01397210,0.00000696,161055.00000000,0.04689408,0.000000,0.000000
1737448744.53082895,0.04425303,0.01421667,0.00000640,162876.00000000,0.05644709,0.000000,0.000000
1737448744.63145781,0.04430318,0.00899990,0.00000718,165516.00000000,0.04896722,0.000000,0.000000
1737448744.73128796,0.04434139,0.01146051,0.00000667,168212.00000000,0.04793368,0.000000,0.000000
1737448744.83113718,0.04432767,0.00975737,0.00000710,170225.00000000,0.04302392,0.000000,0.000000
1737448744.93098474,0.04435558,0.00933820,0.00000923,172531.00000000,0.04703459,0.000000,0.000000
1737448745.03082347,0.04455370,0.01426814,0.00000843,175341.00000000,0.06377137,0.000000,0.000000
1737448745.13145447,0.04481547,0.02807598,0.00000690,177819.00000000,0.07046968,0.000000,0.000000
1737448745.23130155,0.04488712,0.00643978,0.00000823,180219.00000000,0.05198011,0.000000,0.000000
1737448745.33114386,0.04503515,0.01759719,0.00000911,183620.00000000,0.05983773,0.000000,0.000000
1737448745.43098044,0.04511918,0.01308795,0.00000733,186812.00000000,0.05360615,0.000000,0.000000
1737448745.53082323,0.04522470,0.01146393,0.00000647,189703.00000000,0.05598790,0.000000,0.000000
1737448745.63145113,0.04533788,0.01549247,0.00000718,192186.00000000,0.05699609,0.000000,0.000000
1737448745.73128247,0.04542125,0.00884255,0.00000776,195393.00000000,0.05409110,0.000000,0.000000
1737448745.83111930,0.04558974,0.01460441,0.00000810,199156.00000000,0.06328096,0.000000,0.000000
1737448745.93096089,0.04567580,0.01274581,0.00000680,201418.00000000,0.05479870,0.000000,0.000000
1737448746.03079486,0.04590386,0.02029748,0.00000640,203711.00000000,0.07030598,0.000000,0.000000
1737448746.13142896,0.04605664,0.01348302,0.00000911,208089.00000000,0.06255695,0.000000,0.000000
1737448746.23126936,0.04614046,0.01222356,0.00000885,210710.00000000,0.05527660,0.000000,0.000000
1737448746.33112311,0.04624930,0.01594188,0.00000676,213622.00000000,0.05822175,0.000000,0.000000
1737448746.43097210,0.04632507,0.01045086,0.00000724,216381.00000000,0.05473550,0.000000,0.000000
1737448746.53081465,0.04636916,0.01866347,0.00000622,218870.00000000,0.05130798,0.000000,0.000000
1737448746.63144469,0.04644060,0.01166569,0.00000782,221154.00000000,0.05451306,0.000000,0.000000
1737448746.73128152,0.04662789,0.02066894,0.00000780,224828.00000000,0.06797890,0.000000,0.000000
1737448746.83112144,0.04673602,0.01359993,0.00000644,228299.00000000,0.05917049,0.000000,0.000000
1737448746.93095636,0.04680723,0.00740312,0.00000789,231119.00000000,0.05506813,0.000000,0.000000
1737448747.03079033,0.04698040,0.01725547,0.00000985,235033.00000000,0.06724155,0.000000,0.000000
1737448747.13143015,0.04727952,0.02067006,0.00000719,236646.00000000,0.08257493,0.000000,0.000000
1737448747.23126245,0.04744695,0.01597645,0.00000643,239869.00000000,0.06737089,0.000000,0.000000
1737448747.33110738,0.04753055,0.01267429,0.00000713,242610.00000000,0.05756261,0.000000,0.000000
1737448747.43093944,0.04758628,0.01315499,0.00000717,244944.00000000,0.05433036,0.000000,0.000000
1737448747.53117085,0.04764479,0.01505682,0.00000730,247098.00000000,0.05478312,0.000000,0.000000
1737448747.63102150,0.04772038,0.01505514,0.00000758,250265.00000000,0.05701759,0.000000,0.000000
1737448747.73085952,0.04792719,0.01796271,0.00000652,252621.00000000,0.07357195,0.000000,0.000000
1737448747.83149743,0.04808818,0.02556669,0.00000687,256186.00000000,0.06821167,0.000000,0.000000
1737448747.93133736,0.04837672,0.02087783,0.00000794,260094.00000000,0.08473236,0.000000,0.000000
1737448748.03118443,0.04855474,0.01727327,0.00000608,262354.00000000,0.07116407,0.000000,0.000000
1737448748.13101864,0.04858489,0.01513755,0.00000686,264735.00000000,0.05244410,0.000000,0.000000
1737448748.23085642,0.04870080,0.02119818,0.00000863,267834.00000000,0.06365284,0.000000,0.000000
1737448748.33110189,0.04880515,0.01213745,0.00000937,271119.00000000,0.06237040,0.000000,0.000000
1737448748.43094563,0.04885310,0.01219290,0.00000871,274262.00000000,0.05513489,0.000000,0.000000
1737448748.53077936,0.04901348,0.01725644,0.00000969,277367.00000000,0.07018333,0.000000,0.000000
1737448748.63140869,0.04902563,0.00964304,0.00000716,280018.00000000,0.05064227,0.000000,0.000000
1737448748.73124003,0.04921249,0.01292885,0.00000841,283624.00000000,0.07425091,0.000000,0.000000
1737448748.83109641,0.04953487,0.03521894,0.00000797,287782.00000000,0.09305650,0.000000,0.000000
1737448748.93092918,0.04965805,0.01036635,0.00001036,291473.00000000,0.06641068,0.000000,0.000000
1737448749.03078032,0.04985217,0.02900419,0.00001024,295292.00000000,0.07644572,0.000000,0.000000
1737448749.13141584,0.04991282,0.01252686,0.00000646,297114.00000000,0.05828291,0.000000,0.000000
1737448749.23124838,0.04994318,0.01261891,0.00000748,300081.00000000,0.05416358,0.000000,0.000000
1737448749.33108258,0.04998625,0.01226113,0.00000709,301186.00000000,0.05601604,0.000000,0.000000
1737448749.43091488,0.05003763,0.01009587,0.00000885,304348.00000000,0.05728269,0.000000,0.000000
1737448749.53115582,0.05012239,0.01175774,0.00001001,307914.00000000,0.06215816,0.000000,0.000000
1737448749.63099933,0.05033548,0.01322573,0.00000939,311807.00000000,0.08080668,0.000000,0.000000
1737448749.73084760,0.05044039,0.01140345,0.00000791,315729.00000000,0.06554705,0.000000,0.000000
1737448749.83110213,0.05044444,0.00900653,0.00000877,319490.00000000,0.05103232,0.000000,0.000000
1737448749.93093896,0.05051895,0.01250221,0.00000890,321834.00000000,0.06139776,0.000000,0.000000
1737448750.03078628,0.05073461,0.02352525,0.00001123,325726.00000000,0.08243636,0.000000,0.000000
1737448750.13143826,0.05094100,0.01124380,0.00001164,328815.00000000,0.08148628,0.000000,0.000000
1737448750.23127460,0.05117655,0.01588943,0.00001381,333273.00000000,0.08627389,0.000000,0.000000
1737448750.33111835,0.05131656,0.01415612,0.00001241,337134.00000000,0.07231737,0.000000,0.000000
1737448750.43095779,0.05148983,0.01353826,0.00001070,340338.00000000,0.07765482,0.000000,0.000000
1737448750.53080487,0.05162466,0.01209806,0.00001017,344302.00000000,0.07211805,0.000000,0.000000
1737448750.63144779,0.05174476,0.01805378,0.00000960,348519.00000000,0.07012026,0.000000,0.000000
